Zaměstnaní - Zaměstnanci v ozbrojených silách
Zaměstnaní - Zákonodárci a řídící pracovníci
Zaměstnaní - Specialisté
Zaměstnaní - Techničtí a odborní pracovníci
Zaměstnaní - Úředníci
Zaměstnaní - Pracovníci ve službách a prodeji
"Zaměstnaní - Kvalifikovaní pracovníci v zemědělství,lesnictví a rybářství"
Zaměstnaní - Řemeslníci a opraváři
"Zaměstnaní - Obsluha strojů a zařízení, montéři"
Zaměstnaní - Pomocní a nekvalifikovaní pracovníci
Zaměstnaní - nezjištěno
Zaměstnaní muži
Zaměstnaní - Zaměstnanci v ozbrojených silách - muži
Zaměstnaní - Zákonodárci a řídící pracovníci - muži
Zaměstnaní - Specialisté - muži
Zaměstnaní - Techničtí a odborní pracovníci - muži
Zaměstnaní - Úředníci - muži
Zaměstnaní - Pracovníci ve službách a prodeji - muži
"Zaměstnaní - Kvalifikovaní pracovníci v zemědělství,lesnictví a rybářství - muži"
Zaměstnaní - Řemeslníci a opraváři - muži
"Zaměstnaní - Obsluha strojů a zařízení, montéři - muži"
Zaměstnaní - Pomocní a nekvalifikovaní pracovníci - muži
Zaměstnaní - nezjištěno - muži
Zaměstnaní ženy
Zaměstnaní - Zaměstnanci v ozbrojených silách - ženy
Zaměstnaní - Zákonodárci a řídící pracovníci - ženy
Zaměstnaní - Specialisté - ženy
Zaměstnaní - Techničtí a odborní pracovníci - ženy
Zaměstnaní - Úředníci - ženy
Zaměstnaní - Pracovníci ve službách a prodeji - ženy
"Zaměstnaní - Kvalifikovaní pracovníci v zemědělství,lesnictví a rybářství - ženy"
Zaměstnaní - Řemeslníci a opraváři - ženy
"Zaměstnaní - Obsluha strojů a zařízení, montéři - ženy"
Zaměstnaní - Pomocní a nekvalifikovaní pracovníci - ženy
Zaměstnaní - nezjištěno - ženy
domy.csv
kod_nadzsj_d
Domy celkem 
Rodinné domy
Bytové domy
Obydlené domy celkem
Obydlené rodinné domy 
Obydlené bytové domy 
Počet osob v domech celkem
Počet osob v rodinných domech
Počet osob v bytových domech
Domy celkem - vlastnictví:  fyzická osoba 
Rodinné domy - vlastnictví:  fyzická osoba 
Bytové domy - vlastnictví:  fyzická osoba 
Počet osob v domech celkem s vlastnictvím:  fyzická osoba 
Počet osob v rodinných domech s vlastnictvím:  fyzická osoba 
Počet osob v bytových domech s vlastnictvím:  fyzická osoba 
"Domy celkem - vlastnictví:  obec, stát"
"Rodinné domy - vlastnictví:   obec, stát"
"Bytové domy - vlastnictví:   obec, stát"
"Počet osob v domech celkem s vlastnictvím:   obec, stát"
"Počet osob v rodinných domech s vlastnictvím:   obec, stát"
"Počet osob v bytových  domech s vlastnictvím:   obec, stát"
Domy celkem - vlastnictví:  bytové družstvo
Rodinné domy - vlastnictví:  bytové družstvo
Bytové domy - vlastnictví:   bytové družstvo
Počet osob v domech celkem s vlastnictvím:   bytové družstvo
Počet osob v rodinných domech s vlastnictvím:   bytové družstvo
Počet osob v bytových domech s vlastnictvím:   bytové družstvo
Domy celkem - vlastnictví:  spoluvlastnictví vlastníků bytů 
Rodinné domy - vlastnictví:  spoluvlastnictví vlastníků bytů 
Bytové domy - vlastnictví:   spoluvlastnictví vlastníků bytů 
Počet osob v domech celkem s vlastnictvím:   spoluvlastnictví vlastníků bytů 
Počet osob v rodinných domech s vlastnictvím:   spoluvlastnictví vlastníků bytů 
Počet osob v bytových domech s vlastnictvím:   spoluvlastnictví vlastníků bytů 
Domy celkem - počet bytů: 1
Rodinné domy - počet bytů: 1
Bytové domy  - počet bytů: 1
Počet osob v domech celkem s počtem bytů: 1
Počet osob v rodinných domech s počtem bytů: 1
Domy celkem - počet bytů: 2-3
Rodinné domy - počet bytů: 2-3
Bytové domy  - počet bytů: 2-3
Počet osob v domech celkem s počtem bytů: 2-3
Počet osob v rodinných domech s počtem bytů: 2-3
Domy celkem - počet bytů: 4-11
Bytové domy  - počet bytů: 4-11
Počet osob v domech celkem s počtem bytů: 4-11
Domy celkem - počet bytů: 12 a více
Bytové domy  - počet bytů: 12 a více
Počet osob v domech celkem s počtem bytů: 12 a více
Domy celkem - období výstavby nebo rekonstrukce:  1919 a dříve 
Rodinné domy - období výstavby nebo rekonstrukce:  1919 a dříve 
Bytové domy  -období výstavby nebo rekonstrukce:  1919 a dříve 
Počet osob v domech celkem s obdobím výstavby nebo rekonstrukce:  1919 a dříve 
Počet osob v rodinných domech s obdobím výstavby nebo rekonstrukce:  1919 a dříve 
Počet osob v bytových domech s obdobím výstavby nebo rekonstrukce:  1919 a dříve 
Domy celkem - období výstavby nebo rekonstrukce:  1920 - 1945
Rodinné domy - období výstavby nebo rekonstrukce:  1920 - 1945
Bytové domy  -období výstavby nebo rekonstrukce:  1920 - 1945
Počet osob v domech celkem s obdobím výstavby nebo rekonstrukce:  1920 - 1945
Počet osob v rodinných domech s obdobím výstavby nebo rekonstrukce:  1920 - 1945
Počet osob v bytových domech s obdobím výstavby nebo rekonstrukce:  1920 - 1945
Domy celkem - období výstavby nebo rekonstrukce:  1946 - 1970
Rodinné domy - období výstavby nebo rekonstrukce:  1946 - 1970
Bytové domy  -období výstavby nebo rekonstrukce:  1946 - 1970
Počet osob v domech celkem s obdobím výstavby nebo rekonstrukce:  1946 - 1970
Počet osob v rodinných domech s obdobím výstavby nebo rekonstrukce:  1946 - 1970
Počet osob v bytových domech s obdobím výstavby nebo rekonstrukce:  1946 - 1970
Domy celkem - období výstavby nebo rekonstrukce:  1971 - 1980
Rodinné domy - období výstavby nebo rekonstrukce:  1971 - 1980
Bytové domy  -období výstavby nebo rekonstrukce:  1971 - 1980
Počet osob v domech celkem s obdobím výstavby nebo rekonstrukce:  1971 - 1980
Počet osob v rodinných domech s obdobím výstavby nebo rekonstrukce:  1971 - 1980
Počet osob v bytových domech s obdobím výstavby nebo rekonstrukce:  1971 - 1980
Domy celkem - období výstavby nebo rekonstrukce: 1981 - 1990
Rodinné domy - období výstavby nebo rekonstrukce:  1981 - 1990
Bytové domy  -období výstavby nebo rekonstrukce:  1981 - 1990
Počet osob v domech celkem s obdobím výstavby nebo rekonstrukce:  1981 - 1990
Počet osob v rodinných domech s obdobím výstavby nebo rekonstrukce:  1981 - 1990
Počet osob v bytových domech s obdobím výstavby nebo rekonstrukce:  1981 - 1990
Domy celkem - období výstavby nebo rekonstrukce: 1991 - 2000 
Rodinné domy - období výstavby nebo rekonstrukce:  1991 - 2000 
Bytové domy  -období výstavby nebo rekonstrukce:  1991 - 2000
Počet osob v domech celkem s obdobím výstavby nebo rekonstrukce:  1991 - 2000
Počet osob v rodinných domech s obdobím výstavby nebo rekonstrukce:  1991 - 2000 
Počet osob v bytových domech s obdobím výstavby nebo rekonstrukce:  1991 - 2000 
Domy celkem - období výstavby nebo rekonstrukce: 2001 - 2010 
Rodinné domy - období výstavby nebo rekonstrukce:  2001 - 2010 
Bytové domy  -období výstavby nebo rekonstrukce:  2001 - 2010
Počet osob v domech celkem s obdobím výstavby nebo rekonstrukce:  2001 - 2010
Počet osob v rodinných domech s obdobím výstavby nebo rekonstrukce:  2001 - 2010 
Počet osob v bytových domech s obdobím výstavby nebo rekonstrukce:  2001 - 2010 
Domy celkem - období výstavby nebo rekonstrukce: 2011 - 2015 
Rodinné domy - období výstavby nebo rekonstrukce:  2011 - 2015 
Bytové domy  -období výstavby nebo rekonstrukce:  2011 - 2015
Počet osob v domech celkem s obdobím výstavby nebo rekonstrukce:  2011 - 2015
Počet osob v rodinných domech s obdobím výstavby nebo rekonstrukce:  2011 - 2015 
Počet osob v bytových domech s obdobím výstavby nebo rekonstrukce:  2011 - 2015 
Domy celkem - období výstavby nebo rekonstrukce: 2016 a později 
Rodinné domy - období výstavby nebo rekonstrukce:  2016 a později 
Bytové domy  -období výstavby nebo rekonstrukce:  2016 a později 
Počet osob v domech celkem s obdobím výstavby nebo rekonstrukce:  2016 a později 
Počet osob v rodinných domech s obdobím výstavby nebo rekonstrukce:  2016 a později  
Počet osob v bytových domech s obdobím výstavby nebo rekonstrukce:  2016 a později 
Domy celkem - období výstavby nebo rekonstrukce: nezjištěno 
Rodinné domy - období výstavby nebo rekonstrukce:  nezjištěno  
Bytové domy  -období výstavby nebo rekonstrukce:  nezjištěno 
Počet osob v domech celkem s obdobím výstavby nebo rekonstrukce:  nezjištěno 
Počet osob v rodinných domech s obdobím výstavby nebo rekonstrukce:  nezjištěno 
Počet osob v bytových domech s obdobím výstavby nebo rekonstrukce:  nezjištěno
"Domy celkem - materiál nosných zdí: kámen, cihly, tvárnice"
"Rodinné domy - materiál nosných zdí: kámen, cihly, tvárnice"
"Bytové domy  -materiál nosných zdí: kámen, cihly, tvárnice"
"Počet osob v domech celkem s materiálem nosných zdí: kámen, cihly, tvárnice"
"Počet osob v rodinných domech s materiálem nosných zdí: kámen, cihly, tvárnice"
"Počet osob v bytových domech s materiálem nosných zdí: kámen, cihly, tvárnice"
Domy celkem - materiál nosných zdí: stěnové panely
Rodinné domy - materiál nosných zdí: stěnové panely
Bytové domy  -materiál nosných zdí: stěnové panely
Počet osob v domech celkem s materiálem nosných zdí: stěnové panely
Počet osob v rodinných domech s materiálem nosných zdí: stěnové panely
Počet osob v bytových domech s materiálem nosných zdí: stěnové panely
Domy celkem - materiál nosných zdí: dřevo
Rodinné domy - materiál nosných zdí: dřevo
Bytové domy  -materiál nosných zdí: dřevo
Počet osob v domech celkem s materiálem nosných zdí: dřevo
Počet osob v rodinných domech s materiálem nosných zdí: dřevo
Počet osob v bytových domech s materiálem nosných zdí: dřevo
Domy celkem - počet nadzemních podlaží: 1 - 2
Rodinné domy - počet nadzemních podlaží: 1 - 2
Bytové domy  - počet nadzemních podlaží: 1 - 2
Počet osob v domech celkem s počtem nadzemních podlaží: 1 - 2
Počet osob v rodinných domech s počtem nadzemních podlaží: 1 - 2
Počet osob v bytových domech s počtem nadzemních podlaží: 1 - 2
Domy celkem - počet nadzemních podlaží: 3 - 4
Rodinné domy - počet nadzemních podlaží: 3 - 4
Bytové domy  - počet nadzemních podlaží: 3 - 4
Počet osob v domech celkem s počtem nadzemních podlaží: 3 - 4
Počet osob v rodinných domech s počtem nadzemních podlaží: 3 - 4
Počet osob v bytových domech s počtem nadzemních podlaží: 3 - 4
Domy celkem - počet nadzemních podlaží: 5 a více
Bytové domy  - počet nadzemních podlaží: 5 a více
Počet osob v domech celkem s počtem nadzemních podlaží: 5 a více
Domy celkem - technické vybavení domů: přípoj na kanalizační síť 
Rodinné domy - technické vybavení domů: přípoj na kanalizační síť 
Bytové domy  - technické vybavení domů: přípoj na kanalizační síť 
Počet osob v domech celkem s technickým vybavením domů: přípoj na kanalizační síť 
Počet osob v rodinných domech s technickým vybavením domů: přípoj na kanalizační síť 
Počet osob v bytových domech s technickým vybavením domů: přípoj na kanalizační síť 
Domy celkem - technické vybavení domů: vodovod
Rodinné domy - technické vybavení domů: vodovod 
Bytové domy  - technické vybavení domů: vodovod 
Počet osob v domech celkem s technickým vybavením domů: vodovod 
Počet osob v rodinných domech s technickým vybavením domů: vodovod 
Počet osob v bytových domech s technickým vybavením domů: vodovod 
Domy celkem - technické vybavení domů: plyn
Rodinné domy - technické vybavení domů: plyn
Bytové domy  - technické vybavení domů: plyn
Počet osob v domech celkem s technickým vybavením domů: plyn
